"","kadencja","etap","lista","klub"
"3034","V","start","Bogusław Wontor","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3035","V","end","Bogusław Wontor","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3036","V","start","Bolesław Borysiuk","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3037","V","end","Bolesław Borysiuk","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3038","V","start","Bolesław Piecha","Klub Parlamentarny Prawo i Sprawiedliwość"
"3039","V","end","Bolesław Piecha","Klub Parlamentarny Prawo i Sprawiedliwość"
"3040","V","start","Bożenna Bukiewicz","Klub Parlamentarny Platforma Obywatelska"
"3041","V","end","Bożenna Bukiewicz","Klub Parlamentarny Platforma Obywatelska"
"3042","V","start","Bronisław Dutka","Klub Poselski Polskiego Stronnictwa Ludowego"
"3043","V","end","Bronisław Dutka","Klub Poselski Polskiego Stronnictwa Ludowego"
"3044","V","start","Bronisław Komorowski","Klub Parlamentarny Platforma Obywatelska"
"3045","V","end","Bronisław Komorowski","Klub Parlamentarny Platforma Obywatelska"
"3046","V","start","Cezary Grabarczyk","Klub Parlamentarny Platforma Obywatelska"
"3047","V","end","Cezary Grabarczyk","Klub Parlamentarny Platforma Obywatelska"
"3048","V","start","Czesław Fiedorowicz","Posłowie niezrzeszeni"
"3049","V","end","Czesław Fiedorowicz","Platforma Obywatelska RP"
"3050","V","start","Czesław Hoc","Klub Parlamentarny Prawo i Sprawiedliwość"
"3051","V","end","Czesław Hoc","Klub Parlamentarny Prawo i Sprawiedliwość"
"3052","V","start","Czesław Litwin","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3053","V","end","Czesław Litwin","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3054","V","start","Czesław Mroczek","Klub Parlamentarny Platforma Obywatelska"
"3055","V","end","Czesław Mroczek","Klub Parlamentarny Platforma Obywatelska"
"3056","V","start","Damian Raczkowski","Klub Parlamentarny Platforma Obywatelska"
"3057","V","end","Damian Raczkowski","Klub Parlamentarny Platforma Obywatelska"
"3058","V","start","Daniel Pawłowiec","Klub Parlamentarny Liga Polskich Rodzin"
"3059","V","end","Daniel Pawłowiec","Klub Parlamentarny Liga Polskich Rodzin"
"3060","V","start","Daniela Chrapkiewicz","Klub Parlamentarny Prawo i Sprawiedliwość"
"3061","V","end","Daniela Chrapkiewicz","Klub Parlamentarny Prawo i Sprawiedliwość"
"3062","V","start","Danuta Hojarska","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3063","V","end","Danuta Hojarska","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3064","V","start","Danuta Jazłowiecka","Klub Parlamentarny Platforma Obywatelska"
"3065","V","end","Danuta Jazłowiecka","Klub Parlamentarny Platforma Obywatelska"
"3066","V","start","Danuta Pietraszewska","Klub Parlamentarny Platforma Obywatelska"
"3067","V","end","Danuta Pietraszewska","Klub Parlamentarny Platforma Obywatelska"
"3068","V","start","Dariusz Kłeczek","Koło Poselskie Prawica Rzeczypospolitej"
"3069","V","end","Dariusz Kłeczek","Prawo i Sprawiedliwość"
"3070","V","start","Dariusz Lipiński","Klub Parlamentarny Platforma Obywatelska"
"3071","V","end","Dariusz Lipiński","Klub Parlamentarny Platforma Obywatelska"
"3072","V","start","Dariusz Olszewski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3073","V","end","Dariusz Olszewski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3074","V","start","Dariusz Seliga","Klub Parlamentarny Prawo i Sprawiedliwość"
"3075","V","end","Dariusz Seliga","Klub Parlamentarny Prawo i Sprawiedliwość"
"3076","V","start","Dawid Jackiewicz","Klub Parlamentarny Prawo i Sprawiedliwość"
"3077","V","end","Dawid Jackiewicz","Klub Parlamentarny Prawo i Sprawiedliwość"
"3078","V","start","Domicela Kopaczewska","Klub Parlamentarny Platforma Obywatelska"
"3079","V","end","Domicela Kopaczewska","Klub Parlamentarny Platforma Obywatelska"
"3080","V","start","Donald Tusk","Klub Parlamentarny Platforma Obywatelska"
"3081","V","end","Donald Tusk","Klub Parlamentarny Platforma Obywatelska"
"3082","V","start","Edmund Borawski","Klub Poselski Polskiego Stronnictwa Ludowego"
"3083","V","end","Edmund Borawski","Klub Poselski Polskiego Stronnictwa Ludowego"
"3084","V","start","Edward Ciągło","Klub Parlamentarny Liga Polskich Rodzin"
"3085","V","end","Edward Ciągło","Klub Parlamentarny Liga Polskich Rodzin"
"3086","V","start","Edward Czesak","Klub Parlamentarny Prawo i Sprawiedliwość"
"3087","V","end","Edward Czesak","Klub Parlamentarny Prawo i Sprawiedliwość"
"3088","V","start","Edward Kiedos","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3089","V","end","Edward Kiedos","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3090","V","start","Edward Ośko","Klub Parlamentarny Liga Polskich Rodzin"
"3091","V","end","Edward Ośko","Klub Parlamentarny Liga Polskich Rodzin"
"3092","V","start","Edward Siarka","Klub Parlamentarny Prawo i Sprawiedliwość"
"3093","V","end","Edward Siarka","Klub Parlamentarny Prawo i Sprawiedliwość"
"3094","V","start","Elżbieta Jankowska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3095","V","end","Elżbieta Jankowska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3096","V","start","Elżbieta Łukacijewska","Klub Parlamentarny Platforma Obywatelska"
"3097","V","end","Elżbieta Łukacijewska","Klub Parlamentarny Platforma Obywatelska"
"3098","V","start","Elżbieta Pierzchała","Klub Parlamentarny Platforma Obywatelska"
"3099","V","end","Elżbieta Pierzchała","Klub Parlamentarny Platforma Obywatelska"
"3100","V","start","Elżbieta Radziszewska","Klub Parlamentarny Platforma Obywatelska"
"3101","V","end","Elżbieta Radziszewska","Klub Parlamentarny Platforma Obywatelska"
"3102","V","start","Elżbieta Ratajczak","Klub Parlamentarny Liga Polskich Rodzin"
"3103","V","end","Elżbieta Ratajczak","Klub Parlamentarny Liga Polskich Rodzin"
"3104","V","start","Elżbieta Wiśniowska","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3105","V","end","Elżbieta Wiśniowska","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3106","V","start","Elżbieta Witek","Klub Parlamentarny Prawo i Sprawiedliwość"
"3107","V","end","Elżbieta Witek","Klub Parlamentarny Prawo i Sprawiedliwość"
"3108","V","start","Eugeniusz Czykwin","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3109","V","end","Eugeniusz Czykwin","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3110","V","start","Eugeniusz Grzeszczak","Klub Poselski Polskiego Stronnictwa Ludowego"
"3111","V","end","Eugeniusz Grzeszczak","Klub Poselski Polskiego Stronnictwa Ludowego"
"3112","V","start","Eugeniusz Wycisło","Klub Parlamentarny Platforma Obywatelska"
"3113","V","end","Eugeniusz Wycisło","Klub Parlamentarny Platforma Obywatelska"
"3114","V","start","Ewa Janik","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3115","V","end","Ewa Janik","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3116","V","start","Ewa Kopacz","Klub Parlamentarny Platforma Obywatelska"
"3117","V","end","Ewa Kopacz","Klub Parlamentarny Platforma Obywatelska"
"3118","V","start","Ewa Malik","Klub Parlamentarny Prawo i Sprawiedliwość"
"3119","V","end","Ewa Malik","Klub Parlamentarny Prawo i Sprawiedliwość"
"3120","V","start","Ewa Więckowska","Klub Parlamentarny Platforma Obywatelska"
"3121","V","end","Ewa Więckowska","Klub Parlamentarny Platforma Obywatelska"
"3122","V","start","Ewa Wolak","Klub Parlamentarny Platforma Obywatelska"
"3123","V","end","Ewa Wolak","Klub Parlamentarny Platforma Obywatelska"
"3124","V","start","Franciszek Stefaniuk","Klub Poselski Polskiego Stronnictwa Ludowego"
"3125","V","end","Franciszek Stefaniuk","Klub Poselski Polskiego Stronnictwa Ludowego"
"3126","V","start","Gabriela Masłowska","Koło Poselskie Ruch Ludowo-Narodowy"
"3127","V","end","Gabriela Masłowska","Liga Polskich Rodzin"
"3128","V","start","Genowefa Wiśniowska","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3129","V","end","Genowefa Wiśniowska","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3130","V","start","Giovanni Roman","Klub Parlamentarny Prawo i Sprawiedliwość"
"3131","V","end","Giovanni Roman","Klub Parlamentarny Prawo i Sprawiedliwość"
"3132","V","start","Grażyna Ciemniak","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3133","V","end","Grażyna Ciemniak","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3134","V","start","Grażyna Tyszko","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3135","V","end","Grażyna Tyszko","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3136","V","start","Grzegorz Dolniak","Klub Parlamentarny Platforma Obywatelska"
"3137","V","end","Grzegorz Dolniak","Klub Parlamentarny Platforma Obywatelska"
"3138","V","start","Grzegorz Janik","Klub Parlamentarny Prawo i Sprawiedliwość"
"3139","V","end","Grzegorz Janik","Klub Parlamentarny Prawo i Sprawiedliwość"
"3140","V","start","Grzegorz Kołacz","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3141","V","end","Grzegorz Kołacz","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3142","V","start","Grzegorz Kurczuk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3143","V","end","Grzegorz Kurczuk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3144","V","start","Grzegorz Napieralski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3145","V","end","Grzegorz Napieralski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3146","V","start","Grzegorz Schetyna","Klub Parlamentarny Platforma Obywatelska"
"3147","V","end","Grzegorz Schetyna","Klub Parlamentarny Platforma Obywatelska"
"3148","V","start","Grzegorz Skwierczyński","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3149","V","end","Grzegorz Skwierczyński","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3150","V","start","Grzegorz Tobiszowski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3151","V","end","Grzegorz Tobiszowski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3152","V","start","Grzegorz Woźny","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3153","V","end","Grzegorz Woźny","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3154","V","start","Halina Molka","Klub Parlamentarny Prawo i Sprawiedliwość"
"3155","V","end","Halina Molka","Samoobrona Rzeczpospolitej Polskiej"
"3156","V","start","Halina Murias","Klub Parlamentarny Liga Polskich Rodzin"
"3157","V","end","Halina Murias","Klub Parlamentarny Liga Polskich Rodzin"
"3158","V","start","Halina Olendzka","Klub Parlamentarny Prawo i Sprawiedliwość"
"3159","V","end","Halina Olendzka","Klub Parlamentarny Prawo i Sprawiedliwość"
"3160","V","start","Halina Rozpondek","Klub Parlamentarny Platforma Obywatelska"
"3161","V","end","Halina Rozpondek","Klub Parlamentarny Platforma Obywatelska"
"3162","V","start","Henryk Gołębiewski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3163","V","end","Henryk Gołębiewski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3164","V","start","Henryk Kowalczyk","Klub Parlamentarny Prawo i Sprawiedliwość"
"3165","V","end","Henryk Kowalczyk","Klub Parlamentarny Prawo i Sprawiedliwość"
"3166","V","start","Henryk Kroll","Posłowie niezrzeszeni"
"3167","V","end","Henryk Kroll","KWW Mniejszość Niemiecka"
"3168","V","start","Henryk Milcarz","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3169","V","end","Henryk Milcarz","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3170","V","start","Henryk Młynarczyk","Klub Parlamentarny Prawo i Sprawiedliwość"
"3171","V","end","Henryk Młynarczyk","Samoobrona Rzeczpospolitej Polskiej"
"3172","V","start","Henryk Siedlaczek","Klub Parlamentarny Platforma Obywatelska"
"3173","V","end","Henryk Siedlaczek","Klub Parlamentarny Platforma Obywatelska"
"3174","V","start","Henryk Smolarz","Klub Poselski Polskiego Stronnictwa Ludowego"
"3175","V","end","Henryk Smolarz","Klub Poselski Polskiego Stronnictwa Ludowego"
"3176","V","start","Hubert Costa","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3177","V","end","Hubert Costa","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3178","V","start","Ireneusz Raś","Klub Parlamentarny Platforma Obywatelska"
"3179","V","end","Ireneusz Raś","Klub Parlamentarny Platforma Obywatelska"
"3180","V","start","Iwona Arent","Klub Parlamentarny Prawo i Sprawiedliwość"
"3181","V","end","Iwona Arent","Klub Parlamentarny Prawo i Sprawiedliwość"
"3182","V","start","Iwona Śledzińska-Katarasińska","Klub Parlamentarny Platforma Obywatelska"
"3183","V","end","Iwona Śledzińska-Katarasińska","Klub Parlamentarny Platforma Obywatelska"
"3184","V","start","Izabela Jaruga-Nowacka","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3185","V","end","Izabela Jaruga-Nowacka","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3186","V","start","Izabela Kloc","Klub Parlamentarny Prawo i Sprawiedliwość"
"3187","V","end","Izabela Kloc","Klub Parlamentarny Prawo i Sprawiedliwość"
"3188","V","start","Izabela Mrzygłocka","Klub Parlamentarny Platforma Obywatelska"
"3189","V","end","Izabela Mrzygłocka","Klub Parlamentarny Platforma Obywatelska"
"3190","V","start","Jacek Bogucki","Klub Parlamentarny Prawo i Sprawiedliwość"
"3191","V","end","Jacek Bogucki","Klub Parlamentarny Prawo i Sprawiedliwość"
"3192","V","start","Jacek Falfus","Klub Parlamentarny Prawo i Sprawiedliwość"
"3193","V","end","Jacek Falfus","Klub Parlamentarny Prawo i Sprawiedliwość"
"3194","V","start","Jacek Kościelniak","Klub Parlamentarny Prawo i Sprawiedliwość"
"3195","V","end","Jacek Kościelniak","Klub Parlamentarny Prawo i Sprawiedliwość"
"3196","V","start","Jacek Krupa","Klub Parlamentarny Platforma Obywatelska"
"3197","V","end","Jacek Krupa","Klub Parlamentarny Platforma Obywatelska"
"3198","V","start","Jacek Kurski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3199","V","end","Jacek Kurski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3200","V","start","Jacek Piechota","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3201","V","end","Jacek Piechota","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3202","V","start","Jacek Tomczak","Klub Parlamentarny Prawo i Sprawiedliwość"
"3203","V","end","Jacek Tomczak","Klub Parlamentarny Prawo i Sprawiedliwość"
"3204","V","start","Jadwiga Wiśniewska","Klub Parlamentarny Prawo i Sprawiedliwość"
"3205","V","end","Jadwiga Wiśniewska","Klub Parlamentarny Prawo i Sprawiedliwość"
"3206","V","start","Jadwiga Zakrzewska","Klub Parlamentarny Platforma Obywatelska"
"3207","V","end","Jadwiga Zakrzewska","Klub Parlamentarny Platforma Obywatelska"
"3208","V","start","Jakub Rutnicki","Klub Parlamentarny Platforma Obywatelska"
"3209","V","end","Jakub Rutnicki","Klub Parlamentarny Platforma Obywatelska"
"3210","V","start","Jakub Szulc","Klub Parlamentarny Platforma Obywatelska"
"3211","V","end","Jakub Szulc","Klub Parlamentarny Platforma Obywatelska"
"3212","V","start","Jan Bednarek","Posłowie niezrzeszeni"
"3213","V","end","Jan Bednarek","Samoobrona Rzeczpospolitej Polskiej"
"3214","V","start","Jan Bestry","Posłowie niezrzeszeni"
"3215","V","end","Jan Bestry","Samoobrona Rzeczpospolitej Polskiej"
"3216","V","start","Jan Bury","Klub Poselski Polskiego Stronnictwa Ludowego"
"3217","V","end","Jan Bury","Klub Poselski Polskiego Stronnictwa Ludowego"
"3218","V","start","Jan Jarota","Klub Parlamentarny Liga Polskich Rodzin"
"3219","V","end","Jan Jarota","Klub Parlamentarny Liga Polskich Rodzin"
"3220","V","start","Jan Kochanowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3221","V","end","Jan Kochanowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3222","V","start","Jan Libicki","Klub Parlamentarny Prawo i Sprawiedliwość"
"3223","V","end","Jan Libicki","Klub Parlamentarny Prawo i Sprawiedliwość"
"3224","V","start","Jan Łączny","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3225","V","end","Jan Łączny","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3226","V","start","Jan Łopata","Klub Poselski Polskiego Stronnictwa Ludowego"
"3227","V","end","Jan Łopata","Klub Poselski Polskiego Stronnictwa Ludowego"
"3228","V","start","Jan Ołdakowski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3229","V","end","Jan Ołdakowski","Klub Parlamentarny Prawo i Sprawiedliwość"
"3230","V","start","Jan Rokita","Klub Parlamentarny Platforma Obywatelska"
"3231","V","end","Jan Rokita","Klub Parlamentarny Platforma Obywatelska"
"3232","V","start","Jan Rzymełka","Klub Parlamentarny Platforma Obywatelska"
"3233","V","end","Jan Rzymełka","Klub Parlamentarny Platforma Obywatelska"
"3234","V","start","Jan Szwarc","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3235","V","end","Jan Szwarc","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3236","V","start","Jan Szyszko","Klub Parlamentarny Prawo i Sprawiedliwość"
"3237","V","end","Jan Szyszko","Klub Parlamentarny Prawo i Sprawiedliwość"
"3238","V","start","Jan Tomaka","Klub Parlamentarny Platforma Obywatelska"
"3239","V","end","Jan Tomaka","Klub Parlamentarny Platforma Obywatelska"
"3240","V","start","Jan Wyrowiński","Klub Parlamentarny Platforma Obywatelska"
"3241","V","end","Jan Wyrowiński","Klub Parlamentarny Platforma Obywatelska"
"3242","V","start","Janusz Chwierut","Klub Parlamentarny Platforma Obywatelska"
"3243","V","end","Janusz Chwierut","Klub Parlamentarny Platforma Obywatelska"
"3244","V","start","Janusz Dobrosz","Klub Parlamentarny Liga Polskich Rodzin"
"3245","V","end","Janusz Dobrosz","Klub Parlamentarny Liga Polskich Rodzin"
"3246","V","start","Janusz Kołodziej","Klub Parlamentarny Liga Polskich Rodzin"
"3247","V","end","Janusz Kołodziej","Klub Parlamentarny Liga Polskich Rodzin"
"3248","V","start","Janusz Krasoń","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3249","V","end","Janusz Krasoń","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3250","V","start","Janusz Maksymiuk","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3251","V","end","Janusz Maksymiuk","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3252","V","start","Janusz Palikot","Klub Parlamentarny Platforma Obywatelska"
"3253","V","end","Janusz Palikot","Klub Parlamentarny Platforma Obywatelska"
"3254","V","start","Janusz Wójcik","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3255","V","end","Janusz Wójcik","Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej"
"3256","V","start","Janusz Zemke","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3257","V","end","Janusz Zemke","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"3258","V","start","Jarosław Duda","Klub Parlamentarny Platforma Obywatelska"
"3259","V","end","Jarosław Duda","Klub Parlamentarny Platforma Obywatelska"
"3260","V","start","Jarosław Jagiełło","Klub Parlamentarny Prawo i Sprawiedliwość"
"3261","V","end","Jarosław Jagiełło","Klub Parlamentarny Prawo i Sprawiedliwość"
"3262","V","start","Jarosław Kaczyński","Klub Parlamentarny Prawo i Sprawiedliwość"
"3263","V","end","Jarosław Kaczyński","Klub Parlamentarny Prawo i Sprawiedliwość"
"3264","V","start","Jarosław Kalinowski","Klub Poselski Polskiego Stronnictwa Ludowego"
